Cap_Diameter	Cap_Shape	Cap_Surface	Cap_Color	Bruises_or_Bleeds	Gill_Attachment	Gill_Spacing	Gill_Color	Stem_Height	Stem_Width	Stem_Root	Ring_Type	Habitat	Class
5.28	s	NA	e	TRUE	d	c	p	6.49	5.77	NA	f	d	p
2.69	x	s	y	FALSE	NA	c	y	7.92	7.63	NA	z	d	p
0.78	b	t	n	FALSE	NA	c	k	3.12	2.28	NA	f	d	p
4.31	f	g	g	FALSE	a	d	g	5.17	3.77	NA	f	d	e
3.48	s	d	g	TRUE	d	c	p	4.64	6.23	NA	f	d	e
1.45	b	h	n	FALSE	a	NA	n	4.89	1.45	NA	f	g	p
1.49	b	h	n	FALSE	a	NA	n	4.32	1.51	NA	f	g	p
3.71	x	NA	n	FALSE	x	c	p	7.57	3.89	NA	f	l	p
NA	x	y	w	TRUE	NA	NA	g	7.81	15.43	s	l	d	p
3.35	x	k	n	FALSE	p	NA	n	3.91	9.27	NA	f	d	e
8.54	s	NA	n	FALSE	s	c	u	8.33	20.21	NA	f	l	e
7.54	f	NA	n	FALSE	d	c	w	5.3	9.56	b	f	d	p
2.39	x	NA	b	FALSE	NA	d	u	6.03	4.56	NA	f	d	e
14.41	f	NA	g	FALSE	d	c	y	2.57	16.08	NA	f	d	e
3.19	b	NA	k	FALSE	a	NA	k	9.02	2.34	NA	f	g	p
7.28	x	d	o	FALSE	d	d	o	6.01	12.85	NA	f	m	e
3.8	x	t	n	FALSE	d	NA	o	6.75	8.12	NA	f	d	e
5.11	x	t	o	FALSE	a	d	y	6.72	5.83	NA	f	d	e
2.51	x	g	n	FALSE	a	NA	p	7.68	2.43	NA	f	d	p
NA	x	s	n	FALSE	e	c	w	6.91	10.28	NA	f	d	e
4.83	x	s	o	FALSE	p	NA	n	5.95	12.7	NA	f	d	e
5.16	x	t	o	FALSE	p	NA	n	6.14	11.86	NA	f	d	e
6.88	x	t	e	FALSE	x	d	w	6.31	17.54	NA	f	d	p
5.68	x	NA	w	FALSE	NA	c	y	3.19	11.79	NA	f	d	p
1.96	x	i	l	FALSE	a	NA	w	4.26	2.45	NA	f	g	p
7.8	o	NA	e	FALSE	f	f	f	3.07	24.14	NA	f	d	p
6.1	x	h	e	FALSE	x	d	w	5.89	16.92	b	f	d	p
NA	s	d	n	TRUE	d	c	y	5.24	8.15	NA	f	d	p
3.32	x	s	p	FALSE	a	c	e	4.55	7.27	NA	f	g	e
6.12	b	d	n	FALSE	d	c	y	5.64	6.77	NA	NA	d	p
9.2	x	t	y	FALSE	p	NA	y	6.73	14.42	NA	NA	d	e
3.61	f	NA	w	FALSE	x	c	p	8.37	4.06	NA	f	l	p
12.23	x	s	n	FALSE	x	NA	n	7.65	23.62	NA	f	d	e
8.42	x	h	y	FALSE	p	NA	y	7.53	16.2	NA	NA	d	e
3.31	b	w	u	FALSE	a	c	g	6.32	4.97	NA	f	d	p
16.15	x	t	n	FALSE	a	d	y	7.97	22.62	NA	f	d	e
9.43	x	h	n	TRUE	p	NA	y	7.71	17.64	NA	p	d	e
6.32	x	y	n	FALSE	a	c	y	8.11	8.3	NA	NA	d	p
NA	x	y	n	FALSE	e	c	p	5.56	9.99	NA	f	d	e
6.86	s	d	o	FALSE	d	c	o	3.46	6.84	NA	f	d	p
8.45	x	t	n	TRUE	p	NA	y	7.65	16.26	NA	p	d	e
2.91	c	NA	w	FALSE	a	c	w	3.33	3.51	NA	f	p	p
1.55	b	h	n	FALSE	a	NA	n	4.81	1.66	NA	f	h	p
6.78	x	d	y	TRUE	p	NA	y	7.33	18.02	NA	f	d	e
9.87	x	s	n	FALSE	e	c	w	7.23	10.47	NA	f	d	e
6.24	x	NA	g	FALSE	d	c	y	5.3	10.27	b	f	d	p
0.96	b	g	w	FALSE	NA	NA	g	3.03	1.54	NA	f	d	e
5.81	f	h	n	FALSE	s	c	w	5.43	9.98	NA	f	d	p
7.47	f	y	u	FALSE	s	c	y	8.22	23.16	NA	f	d	p
NA	x	h	e	FALSE	x	d	w	5.76	17.76	b	f	d	p
1.13	b	t	y	FALSE	NA	c	k	3.24	2.56	NA	f	m	p
3.14	f	k	n	FALSE	s	NA	p	3.37	2.37	NA	f	g	p
5.52	x	d	e	TRUE	d	c	w	6.62	8.7	NA	f	d	p
6.99	x	s	r	TRUE	s	d	r	5.39	15.16	r	f	d	p
3.52	f	d	n	FALSE	x	c	y	4.67	2.99	b	f	d	p
2.54	x	NA	u	FALSE	NA	d	w	6.19	4.89	NA	f	d	e
0.69	x	g	y	FALSE	NA	NA	y	3.6	0.77	NA	f	d	p
15.02	f	h	o	FALSE	e	NA	w	16.92	16.01	s	p	d	p
8.17	f	NA	n	TRUE	NA	NA	w	9	17.33	b	g	d	e
NA	x	t	n	TRUE	p	NA	y	8.29	22.6	NA	f	d	e
3.84	b	y	p	FALSE	e	c	w	4.92	3.37	NA	f	d	p
2.28	b	NA	n	FALSE	a	NA	g	5.13	2.07	NA	f	d	p
7.82	p	NA	n	FALSE	a	NA	w	7.19	12.29	NA	f	d	e
8.21	x	d	e	TRUE	p	NA	y	6.72	15.18	NA	f	d	e
1.24	s	s	y	FALSE	f	f	f	3.42	5.55	NA	f	d	p
3.33	x	k	n	FALSE	p	NA	n	4.21	9.54	NA	f	d	e
15.98	x	y	n	TRUE	e	NA	w	10.04	17.54	NA	NA	g	e
10.76	f	t	n	TRUE	d	c	n	4.76	22.49	NA	f	l	p
NA	f	NA	g	FALSE	s	c	u	7.63	21.66	NA	f	d	e
6.25	x	NA	g	FALSE	d	c	w	5.74	10.81	b	f	l	p
5.53	f	i	n	FALSE	e	c	n	3.07	11.35	NA	r	w	e
5.78	f	NA	y	FALSE	s	d	y	5.3	12.23	NA	f	d	p
4.98	x	e	e	FALSE	a	NA	n	6.54	9.6	NA	z	d	p
9.43	x	i	n	FALSE	a	NA	n	10.83	16.45	s	f	h	p
12.98	p	s	w	TRUE	e	NA	g	11.2	17.97	s	r	m	e
5.62	o	NA	n	FALSE	f	f	f	5.92	20.71	NA	f	d	e
1.51	x	g	y	FALSE	d	NA	w	6.16	2.25	NA	f	d	e
10.47	x	e	n	TRUE	p	NA	e	7.83	24.21	NA	f	d	p
9.8	x	NA	n	TRUE	p	NA	g	12.44	23.91	NA	f	d	e
9.54	x	h	y	FALSE	p	NA	y	8.61	15.86	NA	NA	d	e
5.57	x	NA	g	FALSE	d	c	y	5.4	9.43	b	f	d	p
4.77	o	y	n	FALSE	p	NA	y	7.84	40.02	NA	f	d	e
1.74	x	t	n	FALSE	a	c	g	6.11	2.53	NA	e	m	p
1.28	o	k	n	FALSE	NA	NA	n	3.88	1.55	NA	f	d	p
7.91	x	NA	n	TRUE	NA	NA	w	9.48	14.13	b	g	d	e
9	p	y	n	TRUE	e	NA	p	9.14	18.6	NA	l	l	e
1.52	o	k	n	FALSE	NA	NA	n	4.37	1.68	NA	f	d	p
3.12	b	y	n	FALSE	NA	c	n	6.61	2.97	NA	f	d	e
5.24	x	h	n	FALSE	x	d	w	5.74	9.36	NA	f	d	e
7.72	x	d	e	TRUE	p	NA	y	5.98	12.54	NA	f	d	e
5.37	x	NA	p	FALSE	NA	c	r	3.28	12.42	NA	f	d	p
5.66	x	d	n	TRUE	d	c	w	7	8.36	NA	f	d	p
5.99	f	NA	n	FALSE	d	c	y	4.85	9.96	b	f	l	p
4.14	x	t	o	FALSE	a	c	n	4.23	5.25	NA	z	d	p
14.08	f	t	n	TRUE	d	c	n	5.06	27.02	NA	f	g	p
7.1	x	d	y	TRUE	p	NA	y	7.68	13.77	NA	f	d	e
1.74	c	h	y	FALSE	NA	NA	n	6.09	1.99	NA	f	g	p
11.16	x	NA	w	FALSE	x	c	w	11.06	13.8	r	f	h	p
7.68	p	g	n	FALSE	e	NA	w	8.71	16.56	NA	p	d	p
NA	f	NA	g	FALSE	d	c	w	6.06	10.16	b	f	d	p
17.61	f	y	n	FALSE	NA	NA	w	21.17	16.79	s	m	m	e
5.96	f	y	w	FALSE	e	c	p	4.68	11.5	NA	e	m	e
6.96	s	d	o	FALSE	d	d	o	6.16	12.15	NA	f	m	e
3.74	b	y	n	FALSE	NA	c	w	5.85	4.68	s	f	d	p
1.49	x	g	y	FALSE	d	d	n	2.12	2.77	NA	f	h	p
4.82	c	i	y	FALSE	NA	c	r	6.11	7.38	NA	f	d	p
7.92	o	t	o	FALSE	NA	c	y	1.46	14.97	NA	f	d	p
10.03	f	e	b	FALSE	NA	c	b	5.16	21.17	NA	f	d	e
3.36	x	h	p	FALSE	a	c	o	5.02	7.45	NA	f	m	p
6.29	f	h	n	FALSE	x	NA	w	11.65	7.54	r	f	d	p
5.78	x	e	e	FALSE	a	NA	n	7.59	10.32	NA	z	d	p
3.99	b	g	n	FALSE	x	d	w	4.96	3.06	NA	f	g	p
NA	f	t	o	FALSE	a	d	w	7.38	6.05	NA	f	d	e
2.97	f	d	p	FALSE	a	NA	r	4.27	5.65	NA	f	d	p
7.75	x	NA	g	TRUE	p	NA	g	12.2	25.66	NA	f	d	e
9.59	f	e	b	FALSE	d	c	b	4.81	20.48	NA	f	d	e
8.02	s	t	n	TRUE	d	NA	g	4.84	13.09	NA	f	d	p
6.38	f	i	n	FALSE	e	c	n	4.33	11.64	NA	l	w	e
8.65	x	NA	n	TRUE	NA	NA	w	10.32	17.94	b	g	d	e
4.26	f	t	n	FALSE	x	c	p	6.28	4.68	NA	f	g	p
2.88	x	k	n	FALSE	p	NA	y	4.49	9.65	NA	f	d	e
4.61	x	h	n	FALSE	a	d	y	6.73	4.83	NA	f	d	e
10.23	f	d	w	FALSE	s	c	w	7.81	33.82	NA	f	d	e
7.86	o	k	o	FALSE	NA	c	o	1.55	16.73	NA	f	d	p
NA	p	y	w	FALSE	NA	NA	k	16.05	17.6	NA	f	d	p
4.66	o	NA	w	FALSE	f	f	f	5.88	25.4	NA	f	d	p
9.34	x	e	n	TRUE	p	NA	o	6.37	20.51	NA	f	d	p
NA	x	h	r	FALSE	s	c	u	6	7.59	NA	e	m	p
3.73	f	h	n	FALSE	a	d	w	6.23	5.25	NA	f	d	e
15.74	s	s	n	FALSE	a	d	y	6.18	21.06	NA	f	d	e
NA	x	g	n	FALSE	a	NA	p	7.31	2.54	NA	f	d	p
3.91	o	NA	w	FALSE	f	f	f	5.22	29.75	NA	f	d	p
3.77	b	g	w	FALSE	a	d	w	4.17	2.95	NA	f	g	e
6.37	x	t	g	FALSE	a	d	n	6.03	4.83	NA	l	d	e
3.71	x	w	p	FALSE	s	c	p	4.47	10.02	NA	f	d	p
5.35	f	y	n	FALSE	e	c	n	4.95	13.31	NA	r	w	e
1.42	x	NA	n	FALSE	d	d	n	2.13	2.59	NA	f	d	p
9.4	s	t	w	TRUE	d	c	o	5.89	17.53	NA	f	d	e
1	b	t	y	FALSE	NA	c	k	3.17	2.41	NA	f	g	p
8.36	o	NA	n	FALSE	NA	NA	w	4.49	24.42	NA	f	d	e
8.74	x	e	y	FALSE	x	c	w	6.79	18.54	NA	f	d	e
2.61	b	NA	g	FALSE	a	NA	k	9.96	2.52	NA	f	g	p
3.03	s	w	n	TRUE	d	c	n	3.64	6.41	NA	f	d	p
9.8	x	t	n	FALSE	a	d	w	9.36	25.4	NA	f	d	p
NA	x	y	n	FALSE	e	c	p	3.85	11.15	NA	r	w	e
3.95	x	NA	y	FALSE	s	d	y	5.27	12.78	NA	f	d	p
7.05	x	y	n	FALSE	e	c	p	5.4	10.51	NA	f	d	e
1.4	c	g	n	FALSE	a	NA	w	4.95	1.32	NA	f	l	e
6.34	b	k	n	FALSE	a	c	n	5.08	5.88	NA	NA	d	p
2.27	b	g	o	FALSE	NA	c	n	6.47	3.08	NA	f	m	p
7.26	x	d	w	TRUE	d	d	w	5.46	23.73	NA	f	d	p
7.59	x	NA	g	TRUE	p	NA	g	10.66	24.05	NA	f	d	e
7.57	x	t	n	FALSE	x	c	y	6.4	15.8	NA	f	d	p
7.02	x	h	g	FALSE	a	d	w	6.32	5.14	NA	f	d	e
6.05	x	NA	g	FALSE	d	c	y	5.6	10.04	b	f	d	p
13.14	x	s	o	FALSE	p	NA	y	4.85	32.26	NA	f	d	p
8.47	f	s	w	FALSE	s	c	w	5.68	21.33	NA	f	m	e
1.36	x	s	y	FALSE	d	NA	w	6.01	2.09	NA	f	h	e
5.52	s	k	n	FALSE	p	NA	n	4.35	6.16	NA	f	d	p
7.22	x	l	w	FALSE	d	NA	p	3.39	8.83	NA	f	g	e
9.18	f	NA	b	FALSE	d	c	w	2.2	14.64	NA	f	d	e
4.8	p	t	n	FALSE	NA	NA	k	10.57	6.7	NA	f	g	p
7.43	x	g	n	FALSE	e	NA	w	7.32	16.09	NA	p	d	p
1.85	b	NA	n	FALSE	a	NA	g	4.91	1.97	NA	f	d	p
7.25	x	NA	w	FALSE	NA	c	r	4.39	13.57	NA	f	d	p
7.51	b	y	n	FALSE	NA	NA	p	13.71	17.24	NA	f	d	p
2.76	s	s	w	FALSE	d	c	w	3.02	7.09	NA	f	g	p
2.41	s	w	o	TRUE	d	c	y	2.56	5.75	NA	f	d	p
8.32	p	y	w	FALSE	NA	NA	k	16.25	18.12	NA	f	d	p
5.03	p	s	w	FALSE	e	c	k	4.86	12.48	NA	e	m	e
1.8	b	NA	n	FALSE	a	NA	g	5.18	2.08	NA	f	d	p
4.7	f	k	y	FALSE	p	NA	n	3.9	6.27	NA	f	d	p
10.12	x	t	n	FALSE	a	d	w	11.07	28.7	NA	f	d	p
7.65	s	h	r	TRUE	d	NA	w	4.88	12.48	NA	f	d	p
11.79	f	NA	g	FALSE	e	NA	w	10.98	12.61	NA	g	d	p
4.64	x	h	n	FALSE	x	c	w	5.51	6.41	NA	r	d	e
2	b	NA	g	FALSE	a	NA	n	4.95	2.07	NA	f	d	p
4.52	b	h	l	FALSE	s	c	n	6.82	8.22	NA	e	d	p
10.23	p	y	n	TRUE	e	NA	p	9.16	18.39	NA	l	l	e
5.22	s	NA	n	FALSE	f	f	f	6.22	7.74	NA	f	d	e
5.89	s	NA	e	TRUE	d	c	b	5.4	6.82	NA	f	d	p
6.26	p	s	w	FALSE	e	c	k	5.54	12.43	NA	e	m	e
7.99	x	NA	n	FALSE	x	c	w	7.34	19.88	NA	f	d	e
NA	b	i	n	FALSE	e	NA	g	7.6	8.36	NA	f	g	p
5.29	x	h	n	FALSE	x	c	n	5.49	5.61	NA	r	d	e
NA	b	s	y	FALSE	NA	c	y	8.37	7.44	NA	z	d	p
4.91	x	s	y	FALSE	e	NA	y	7.03	9.59	NA	f	g	p
4.03	x	t	n	FALSE	s	c	n	6.22	9.56	NA	z	d	p
4.86	f	t	o	FALSE	a	d	w	6.19	4.43	NA	f	d	e
NA	f	s	n	FALSE	x	c	w	6.04	9.52	NA	f	l	e
9.83	x	t	y	FALSE	p	NA	y	8.19	19.31	NA	NA	d	e
6.97	x	h	n	FALSE	x	c	w	6.1	6.8	NA	r	d	e
0.56	x	g	o	FALSE	NA	NA	y	3.51	0.75	NA	f	d	p
15.82	x	y	n	TRUE	e	NA	w	10.19	18.35	NA	NA	d	e
3.85	x	NA	n	FALSE	x	c	p	8.16	4.09	NA	f	d	p
2.48	x	s	o	FALSE	d	NA	o	2.77	5.24	NA	f	h	p
10.19	x	t	n	FALSE	a	d	w	10.34	29.39	NA	f	d	p
5.64	s	d	n	TRUE	d	c	w	7.46	9.19	NA	f	d	p
9.34	x	h	y	TRUE	x	c	o	6.48	19.28	NA	f	d	e
NA	b	t	n	FALSE	NA	NA	k	11.32	5.88	NA	NA	g	p
5.24	x	h	n	FALSE	x	c	n	5.08	6.86	NA	r	d	e
2.95	b	y	n	FALSE	NA	c	k	6.37	3.57	NA	f	d	e
10.58	x	t	n	TRUE	p	NA	y	7.53	22.6	NA	f	d	e
3.31	s	w	n	TRUE	d	c	n	3.77	5.85	NA	f	d	p
6.4	x	s	n	FALSE	s	NA	n	5.63	7.01	NA	f	d	p
10.53	x	h	n	TRUE	p	NA	y	8.01	22.48	NA	f	d	e
8.56	x	t	n	FALSE	a	d	w	8.2	22.65	NA	f	d	p
5.45	x	s	o	FALSE	e	NA	g	7.61	7.83	NA	f	g	p
3.85	f	NA	u	FALSE	a	NA	w	3.88	7.3	NA	f	d	p
NA	f	l	n	FALSE	d	NA	y	7.4	57.21	NA	f	d	e
3.45	x	d	n	FALSE	p	NA	e	3.8	9.59	NA	f	d	e
13.23	x	s	w	TRUE	e	NA	n	9.99	16.68	s	l	m	e
6.33	s	NA	n	FALSE	d	c	w	5.24	6.82	NA	f	h	e
4.08	x	t	n	FALSE	d	NA	o	5.47	7.07	NA	f	d	e
5.66	x	w	e	FALSE	x	NA	w	12.87	5.87	r	f	d	p
NA	x	y	g	FALSE	s	NA	g	3.82	6.67	NA	f	d	e
7.63	x	NA	g	TRUE	p	NA	g	11.27	25.75	NA	f	d	e
3.77	f	y	g	FALSE	s	NA	w	4.56	6.42	NA	f	d	e
4.46	x	t	n	FALSE	p	NA	n	6.21	11.37	NA	f	d	e
10.07	x	s	r	FALSE	x	NA	n	7.13	21.97	NA	f	d	e
5.74	x	s	n	FALSE	s	c	w	4.82	8.34	b	f	g	e
3.38	f	h	n	FALSE	NA	c	n	6.17	6.11	NA	f	d	e
10.45	x	h	n	TRUE	p	NA	y	9.03	22.92	NA	f	d	e
3.41	o	NA	g	FALSE	f	f	f	4.07	17.72	NA	f	d	e
8.28	f	NA	g	FALSE	d	c	y	2.23	12.85	NA	f	d	e
8.36	x	s	n	TRUE	p	NA	e	8.65	26.89	c	f	d	p
NA	s	NA	o	TRUE	d	NA	o	5.68	13.69	NA	f	d	p
12.25	s	t	w	TRUE	d	c	o	6.01	24.76	NA	f	d	e
2.7	f	y	n	FALSE	d	d	p	6.83	3.38	NA	f	h	e
3.23	b	y	n	FALSE	NA	c	k	6.66	3.01	NA	f	d	e
6.01	b	t	n	FALSE	NA	NA	n	13.2	7.28	NA	NA	g	p
NA	f	w	p	FALSE	s	c	p	4.08	9.2	NA	f	d	p
6.4	x	t	n	FALSE	a	d	n	6.38	5.79	NA	l	d	e
NA	x	e	e	FALSE	a	NA	y	7.56	9.66	NA	z	d	p
NA	x	t	n	FALSE	d	NA	o	6.42	8.46	NA	f	d	e
3.34	b	g	w	FALSE	x	d	w	4.19	2.67	NA	f	g	e
4.05	b	g	n	FALSE	a	d	g	6.96	3.87	NA	f	d	e
5.75	x	e	e	FALSE	a	NA	w	7.72	9.51	NA	z	d	p
7.41	x	h	e	FALSE	x	NA	w	12.22	8.21	r	f	d	p
7.56	s	h	g	TRUE	d	NA	g	4.79	11.59	NA	f	d	p
NA	x	s	e	FALSE	a	c	e	4.46	5.54	NA	f	g	e
2.11	f	y	o	FALSE	a	NA	o	3.23	5.63	NA	f	h	p
5.73	b	d	n	FALSE	d	c	y	5.46	6.26	NA	NA	d	p
3.17	b	y	n	FALSE	NA	c	k	6.28	2.92	NA	f	d	e
7.53	f	d	o	FALSE	d	d	o	6.07	13.37	NA	f	d	e
6.41	f	y	n	FALSE	e	c	p	3.88	12.23	NA	r	w	e
NA	x	y	w	TRUE	NA	NA	p	8.07	14.22	s	l	g	p
3.36	x	k	w	FALSE	s	NA	p	4.15	3.06	NA	f	g	p
2.81	b	y	n	FALSE	NA	c	w	7.04	3.21	NA	f	d	e
6.43	x	y	g	FALSE	s	NA	w	4.31	6.95	NA	f	d	e
3.45	x	k	n	FALSE	p	NA	e	4.55	10.73	NA	f	d	e
4.5	s	k	y	FALSE	p	NA	n	2.91	4.72	NA	f	d	p
9.94	p	y	n	TRUE	e	NA	p	9.03	18.17	NA	p	d	e
8.4	s	t	p	TRUE	d	c	p	7.4	14.22	NA	f	d	p
3.12	o	NA	k	FALSE	f	f	f	3.74	15.4	NA	f	d	p
6.33	p	y	g	FALSE	NA	NA	w	9.04	13.21	NA	z	g	p
7.85	x	y	n	FALSE	a	c	n	9.04	12.91	NA	NA	d	p
13.26	f	y	w	FALSE	NA	NA	w	11.27	16.54	s	m	d	e
1.51	b	h	n	FALSE	a	NA	n	4.47	1.66	NA	f	d	p
NA	s	NA	n	FALSE	d	c	w	4.9	8.31	NA	f	l	e
4.72	x	k	n	FALSE	p	NA	n	3.21	5.14	NA	f	d	p
7.86	s	NA	y	TRUE	d	NA	o	4.49	11.89	NA	f	d	p
4.65	f	l	e	FALSE	x	d	e	6.4	5.07	NA	f	d	p
6.14	x	y	n	FALSE	e	c	w	4.91	10.51	NA	f	d	e
8.15	f	h	o	FALSE	s	NA	n	8.73	12.07	NA	f	d	e
8.78	b	y	w	FALSE	NA	NA	p	16.78	17.28	NA	f	d	p
5.16	s	NA	u	FALSE	a	NA	w	4.05	6.55	NA	f	d	p
11.88	s	NA	w	TRUE	d	c	w	6.3	25.21	NA	f	d	e
8.57	s	t	w	TRUE	d	c	o	5.96	17.05	NA	f	d	e
51.27	o	y	y	FALSE	p	NA	y	7.26	29.28	NA	f	d	e
5.54	x	k	w	TRUE	x	c	r	7.51	14.08	NA	f	d	p
4.12	o	NA	w	FALSE	f	f	f	6.16	34.26	NA	f	p	p
1.5	b	h	n	FALSE	a	NA	n	4.13	1.44	NA	f	d	p
1.49	x	NA	n	FALSE	NA	NA	k	5.05	2.57	NA	f	g	p
2.32	x	NA	b	FALSE	NA	d	u	5.74	4.03	NA	f	d	e
1.39	c	g	n	FALSE	a	NA	w	4.69	1.27	NA	f	d	e
6.97	s	NA	n	FALSE	d	c	w	4.88	7.75	NA	f	h	e
1.42	b	g	o	FALSE	NA	c	n	5.55	2.74	NA	f	m	p
NA	s	NA	y	TRUE	d	NA	o	5.71	13.71	NA	f	d	p
3.29	f	w	n	TRUE	d	c	n	3.46	6.05	NA	f	d	p
2.88	x	y	n	FALSE	a	NA	w	5.77	3.62	NA	r	h	p
11.08	x	t	n	TRUE	p	NA	y	8.29	23.03	NA	f	d	e
12.1	x	NA	g	FALSE	e	NA	w	11.4	15.36	NA	g	d	p
8.16	b	t	w	FALSE	e	c	w	13.13	13.07	NA	e	d	p
12.32	x	NA	n	FALSE	e	NA	w	11.19	15.57	NA	g	d	p
4.31	x	s	w	FALSE	d	d	w	3.58	5.73	NA	f	g	e
3.38	x	d	n	FALSE	p	NA	n	4.32	9.79	NA	f	d	e
4.53	x	s	y	FALSE	a	c	y	5.67	7.44	NA	f	g	p
2.67	x	g	e	FALSE	a	NA	w	7.79	2.43	NA	f	d	p
5.46	p	y	g	FALSE	NA	NA	g	8.04	8.92	NA	z	g	p
9.5	o	NA	n	FALSE	f	f	f	3.79	25.82	NA	f	d	p
3.17	x	s	e	FALSE	a	c	e	4.6	6.3	NA	f	m	e
4.61	f	t	n	FALSE	a	d	y	5.26	5.73	NA	f	d	e
4.83	x	t	y	FALSE	a	c	y	5.85	7.28	NA	f	g	p
13.45	s	t	n	FALSE	a	d	w	9.79	26.43	NA	f	d	p
10.24	f	NA	n	TRUE	NA	NA	w	10.7	15.27	b	g	d	e
6.6	x	NA	n	TRUE	p	NA	g	8.07	22.74	NA	f	d	e
4.16	b	s	y	FALSE	NA	c	r	8.95	6.65	NA	z	d	p
1.74	p	t	n	FALSE	a	c	g	6.56	2.27	NA	e	m	p
8.69	f	t	g	TRUE	d	c	b	5.05	26.19	NA	f	d	p
3.84	b	t	n	FALSE	x	c	p	6	4.4	NA	f	m	p
12.4	x	h	n	FALSE	s	NA	y	7.11	17.72	NA	f	d	p
4.48	x	h	n	FALSE	x	c	n	4.72	5.85	NA	r	d	e
3.51	x	y	o	FALSE	a	NA	o	3.39	6.41	NA	f	m	p
3.45	s	w	o	TRUE	d	c	n	3.7	6.17	NA	f	d	p
0.62	x	g	p	FALSE	a	NA	p	3.77	0.97	NA	f	d	p
3.35	b	w	r	FALSE	a	NA	y	5.35	6.2	NA	f	g	p
14.53	x	y	n	TRUE	e	NA	w	10.41	18.41	NA	NA	d	e
10.52	x	t	n	TRUE	p	NA	y	5.84	20.88	NA	f	d	e
4.19	f	t	n	FALSE	x	c	p	6.22	4.99	NA	f	m	p
12.72	f	NA	g	FALSE	d	c	y	2.59	14.94	NA	f	d	e
11.88	x	NA	g	FALSE	e	NA	w	11.23	16.93	NA	g	d	p
NA	x	g	w	FALSE	a	d	w	2.81	1.34	NA	f	l	p
10.37	x	s	k	FALSE	a	c	w	4.98	17.47	NA	f	d	e
6.96	x	y	w	TRUE	NA	NA	g	9.51	19.02	s	l	d	p
3.66	b	y	p	FALSE	e	c	w	4.77	3.47	NA	e	m	p
3.94	x	h	n	FALSE	NA	c	k	6.73	7.1	NA	f	d	e
8.79	p	NA	n	FALSE	p	NA	w	9.96	31.82	c	f	d	p
16.8	x	y	n	TRUE	e	NA	w	10.2	17.85	NA	NA	g	e
6.8	x	y	n	FALSE	e	c	w	5.54	9.49	NA	f	d	e
9.01	x	e	n	FALSE	a	NA	n	10.8	15.62	s	f	h	p
4.07	x	h	n	FALSE	a	c	n	5.09	6.44	NA	z	d	p
5.83	f	s	n	FALSE	x	c	w	7.19	10.43	NA	f	l	e
9.11	x	e	n	FALSE	a	NA	n	10.34	13.91	s	f	h	p
8.28	s	NA	g	FALSE	s	c	u	6.55	18.69	NA	f	d	e
7.41	f	t	n	FALSE	x	NA	w	14.73	8.14	r	f	d	p
1.43	c	g	n	FALSE	a	NA	g	4.92	1.36	NA	f	l	e
8.05	s	h	w	TRUE	d	NA	g	4.55	17.26	NA	f	d	p
15.35	x	e	n	TRUE	e	NA	w	9.67	17.22	NA	NA	g	e
5.65	f	s	n	FALSE	s	NA	n	7.15	9.15	NA	f	d	p
5.85	x	e	e	FALSE	a	NA	n	8.63	10.34	NA	z	d	p
15.02	x	e	g	FALSE	a	c	w	8.68	26.13	s	f	l	e
7.64	f	s	k	FALSE	a	c	w	4.38	15.63	NA	f	d	e
7.59	x	s	b	FALSE	d	d	b	6.45	12.14	NA	f	d	e
NA	x	t	o	FALSE	a	c	n	5.07	6.06	NA	z	d	p
6.83	x	h	n	FALSE	e	NA	w	13.37	15.08	NA	f	d	e
16.26	x	y	n	TRUE	e	NA	w	10.18	18.1	NA	NA	d	e
1.95	x	s	y	FALSE	d	NA	y	2.38	5.25	NA	f	h	p
14.9	f	g	e	FALSE	e	NA	w	17.32	18.11	s	g	d	p
3.25	s	s	w	FALSE	d	c	w	3.66	2.71	NA	f	g	p
10.11	x	NA	w	FALSE	x	c	w	11.03	13.12	r	f	d	p
NA	x	t	y	FALSE	p	NA	y	7.82	14.09	NA	NA	d	e
0.95	f	NA	o	FALSE	d	NA	o	5.14	1.16	NA	f	g	p
16.3	s	t	n	TRUE	d	c	w	5.28	26.43	NA	f	d	p
6.19	s	d	e	TRUE	d	c	w	6.2	8.05	NA	f	d	p
5.68	s	NA	n	TRUE	d	c	p	5.62	5.81	NA	f	d	p
6.52	x	y	n	FALSE	e	c	p	4.66	12.29	NA	l	w	e
9.43	s	t	p	TRUE	d	c	p	5.12	13.93	NA	f	d	p
1.5	x	g	y	FALSE	d	d	n	2.11	2.46	NA	f	d	p
3.81	x	s	y	FALSE	p	NA	e	4.32	11.29	NA	f	d	e
NA	x	k	n	FALSE	NA	NA	n	4.42	1.66	NA	f	d	p
7.46	x	t	n	FALSE	s	NA	g	5.87	8.07	NA	f	d	p
8.42	x	i	y	FALSE	a	c	k	8.37	7.9	NA	z	g	p
6.35	x	t	n	FALSE	p	NA	y	8.33	15.42	NA	NA	d	e
12.02	x	NA	n	FALSE	e	NA	w	11.05	15.22	NA	e	d	p
0.93	x	g	n	FALSE	a	d	w	3.13	1.48	NA	f	d	p
5.81	x	e	e	FALSE	a	NA	y	8.23	10.17	NA	z	d	p
4.04	o	NA	w	FALSE	f	f	f	5.64	29.59	NA	f	p	p
4.12	x	t	n	FALSE	p	NA	n	7.31	13.9	NA	f	d	e
